FL_DATE,ABE,ABI,ABQ,ABR,ABY,ACK,ACT,ACV,ACY,ADK,ADQ,AEX,AGS,AKN,ALB,ALO,AMA,ANC,APN,ASE,ATL,ATW,AUS,AVL,AVP,AZO,BDL,BET,BFF,BFL,BGM,BGR,BHM,BIL,BIS,BJI,BLI,BMI,BNA,BOI,BOS,BPT,BQK,BQN,BRD,BRO,BRW,BTM,BTR,BTV,BUF,BUR,BWI,BZN,CAE,CAK,CDC,CDV,CHA,CHO,CHS,CID,CIU,CKB,CLE,CLL,CLT,CMH,CMI,CMX,COD,COS,COU,CPR,CRP,CRW,CSG,CVG,CWA,DAB,DAL,DAY,DBQ,DCA,DEN,DFW,DHN,DLG,DLH,DRO,DSM,DTW,DVL,EAU,ECP,EFD,EGE,EKO,ELM,ELP,ENV,ERI,ESC,EUG,EVV,EWN,EWR,EYW,FAI,FAR,FAT,FAY,FCA,FLG,FLL,FNT,FSD,FSM,FWA,GCC,GCK,GEG,GFK,GGG,GJT,GNV,GPT,GRB,GRI,GRK,GRR,GSO,GSP,GST,GTF,GTR,GUC,GUM,HDN,HIB,HLN,HNL,HOB,HOU,HPN,HRL,HSV,HYA,HYS,IAD,IAG,IAH,ICT,IDA,IFP,ILM,IMT,IND,INL,ISN,ISP,ITH,ITO,JAC,JAN,JAX,JFK,JLN,JMS,JNU,KOA,KTN,LAN,LAR,LAS,LAW,LAX,LBB,LBE,LCH,LEX,LFT,LGA,LGB,LIH,LIT,LNK,LRD,LSE,LWS,MAF,MBS,MCI,MCO,MDT,MDW,MEI,MEM,MFE,MFR,MGM,MHK,MHT,MIA,MKE,MKG,MLB,MLI,MLU,MMH,MOB,MOT,MQT,MRY,MSN,MSO,MSP,MSY,MTJ,MVY,MYR,OAJ,OAK,OGG,OKC,OMA,OME,ONT,ORD,ORF,ORH,OTH,OTZ,PAH,PBG,PBI,PDX,PGD,PHF,PHL,PHX,PIA,PIB,PIH,PIT,PLN,PNS,PPG,PSC,PSE,PSG,PSP,PVD,PWM,RAP,RDD,RDM,RDU,RHI,RIC,RKS,RNO,ROA,ROC,ROW,RST,RSW,SAF,SAN,SAT,SAV,SBA,SBN,SBP,SCC,SCE,SDF,SEA,SFO,SGF,SGU,SHV,SIT,SJC,SJT,SJU,SLC,SMF,SMX,SNA,SPI,SPN,SPS,SRQ,STL,STS,STT,STX,SUN,SUX,SWF,SYR,TKI,TLH,TOL,TPA,TRI,TTN,TUL,TUS,TVC,TWF,TXK,TYR,TYS,UST,VLD,VPS,WRG,WYS,XNA,YAK,YUM
2017-02-10,7.0,1.0,47.0,2.0,3.0,,4.0,3.0,10.0,,1.0,10.0,7.0,,26.0,,9.0,39.0,2.0,22.0,1060.0,7.0,129.0,7.0,4.0,6.0,59.0,3.0,,6.0,2.0,,32.0,8.0,3.0,2.0,3.0,4.0,147.0,41.0,343.0,,3.0,5.0,2.0,4.0,3.0,2.0,17.0,10.0,48.0,69.0,256.0,10.0,12.0,17.0,2.0,2.0,16.0,8.0,35.0,11.0,2.0,,92.0,3.0,321.0,65.0,,2.0,2.0,25.0,,2.0,8.0,7.0,3.0,37.0,2.0,5.0,200.0,14.0,,219.0,577.0,525.0,4.0,,6.0,4.0,23.0,357.0,2.0,2.0,9.0,,9.0,2.0,,33.0,,4.0,2.0,9.0,9.0,2.0,325.0,6.0,6.0,6.0,22.0,5.0,6.0,3.0,258.0,13.0,13.0,3.0,15.0,3.0,2.0,32.0,3.0,,5.0,7.0,6.0,11.0,2.0,4.0,33.0,14.0,16.0,,3.0,3.0,1.0,1.0,4.0,3.0,4.0,131.0,2.0,151.0,18.0,6.0,10.0,,2.0,86.0,3.0,381.0,23.0,6.0,,8.0,2.0,71.0,2.0,2.0,12.0,2.0,17.0,10.0,12.0,47.0,261.0,,3.0,11.0,35.0,6.0,10.0,2.0,414.0,,583.0,12.0,4.0,5.0,18.0,11.0,277.0,43.0,33.0,21.0,9.0,7.0,,2.0,16.0,6.0,125.0,360.0,7.0,222.0,3.0,43.0,7.0,7.0,7.0,,17.0,191.0,92.0,2.0,4.0,8.0,9.0,1.0,16.0,3.0,2.0,8.0,24.0,5.0,340.0,121.0,3.0,,13.0,3.0,136.0,66.0,41.0,55.0,2.0,58.0,655.0,27.0,2.0,1.0,2.0,2.0,2.0,81.0,156.0,2.0,3.0,193.0,441.0,8.0,2.0,3.0,75.0,3.0,14.0,1.0,10.0,2.0,2.0,36.0,34.0,12.0,5.0,3.0,7.0,96.0,3.0,47.0,2.0,38.0,7.0,20.0,1.0,4.0,106.0,4.0,217.0,88.0,16.0,14.0,14.0,9.0,2.0,3.0,26.0,349.0,455.0,8.0,6.0,17.0,3.0,128.0,,68.0,313.0,119.0,,113.0,5.0,,3.0,10.0,164.0,,15.0,3.0,4.0,,2.0,16.0,,6.0,,195.0,6.0,6.0,41.0,49.0,7.0,4.0,2.0,,20.0,,3.0,8.0,2.0,,17.0,2.0,4.0
2017-02-11,2.0,,30.0,2.0,2.0,,2.0,3.0,10.0,,1.0,6.0,4.0,,25.0,,6.0,33.0,2.0,23.0,737.0,5.0,96.0,6.0,2.0,3.0,50.0,2.0,,6.0,1.0,,20.0,7.0,2.0,2.0,2.0,2.0,106.0,33.0,222.0,,2.0,4.0,1.0,2.0,3.0,1.0,11.0,8.0,42.0,43.0,213.0,12.0,7.0,11.0,1.0,2.0,9.0,6.0,25.0,6.0,1.0,,63.0,2.0,237.0,45.0,,2.0,2.0,19.0,,2.0,6.0,4.0,2.0,24.0,2.0,4.0,151.0,7.0,,148.0,447.0,395.0,3.0,,4.0,2.0,17.0,238.0,1.0,1.0,8.0,,13.0,1.0,1.0,24.0,,3.0,1.0,7.0,5.0,1.0,221.0,6.0,5.0,7.0,19.0,4.0,6.0,3.0,255.0,12.0,12.0,2.0,10.0,2.0,2.0,27.0,3.0,,4.0,4.0,5.0,6.0,1.0,3.0,24.0,9.0,9.0,,3.0,2.0,1.0,1.0,10.0,2.0,4.0,126.0,1.0,117.0,14.0,4.0,7.0,,1.0,59.0,2.0,265.0,15.0,4.0,,4.0,2.0,54.0,2.0,1.0,12.0,1.0,16.0,15.0,7.0,32.0,224.0,,2.0,9.0,37.0,5.0,6.0,1.0,364.0,,455.0,10.0,4.0,3.0,9.0,6.0,155.0,45.0,33.0,15.0,6.0,6.0,1.0,1.0,12.0,5.0,90.0,364.0,5.0,170.0,2.0,29.0,4.0,6.0,4.0,,19.0,186.0,62.0,1.0,2.0,4.0,6.0,1.0,9.0,2.0,1.0,7.0,12.0,4.0,219.0,99.0,10.0,,11.0,2.0,94.0,68.0,29.0,42.0,2.0,43.0,471.0,16.0,2.0,,2.0,1.0,2.0,73.0,126.0,1.0,2.0,160.0,391.0,6.0,1.0,1.0,54.0,1.0,11.0,,7.0,2.0,2.0,36.0,32.0,12.0,3.0,2.0,6.0,62.0,2.0,27.0,1.0,35.0,3.0,18.0,2.0,3.0,118.0,4.0,162.0,58.0,12.0,10.0,9.0,8.0,2.0,2.0,17.0,285.0,335.0,5.0,5.0,11.0,3.0,79.0,,83.0,236.0,79.0,,78.0,3.0,,2.0,10.0,116.0,,19.0,5.0,6.0,,2.0,11.0,,3.0,,175.0,4.0,6.0,25.0,44.0,6.0,2.0,1.0,,10.0,,2.0,6.0,2.0,,5.0,2.0,4.0
2017-02-12,7.0,1.0,44.0,2.0,3.0,,4.0,3.0,10.0,1.0,2.0,8.0,6.0,,25.0,,8.0,38.0,1.0,23.0,970.0,6.0,122.0,6.0,3.0,6.0,52.0,2.0,,5.0,2.0,,30.0,6.0,2.0,2.0,3.0,4.0,126.0,36.0,284.0,,2.0,6.0,1.0,2.0,2.0,2.0,16.0,8.0,44.0,53.0,226.0,13.0,11.0,16.0,1.0,2.0,13.0,7.0,32.0,14.0,2.0,,74.0,3.0,284.0,54.0,,2.0,2.0,23.0,,2.0,6.0,6.0,3.0,35.0,2.0,5.0,181.0,12.0,,197.0,530.0,484.0,4.0,,6.0,4.0,24.0,322.0,2.0,2.0,8.0,,10.0,1.0,1.0,27.0,,4.0,1.0,10.0,6.0,2.0,287.0,6.0,6.0,7.0,22.0,4.0,6.0,3.0,264.0,14.0,13.0,3.0,13.0,3.0,2.0,29.0,3.0,,5.0,6.0,6.0,9.0,2.0,2.0,31.0,12.0,17.0,,3.0,3.0,1.0,1.0,7.0,2.0,3.0,125.0,2.0,134.0,16.0,4.0,9.0,,1.0,81.0,2.0,342.0,21.0,6.0,,6.0,1.0,69.0,2.0,2.0,12.0,2.0,15.0,12.0,11.0,40.0,263.0,,3.0,10.0,34.0,6.0,10.0,1.0,406.0,,547.0,11.0,4.0,4.0,17.0,9.0,221.0,45.0,32.0,19.0,9.0,5.0,1.0,2.0,14.0,5.0,110.0,363.0,5.0,199.0,2.0,38.0,4.0,6.0,6.0,,16.0,191.0,79.0,2.0,4.0,8.0,8.0,1.0,14.0,3.0,2.0,8.0,24.0,4.0,314.0,117.0,7.0,,12.0,3.0,118.0,64.0,34.0,51.0,2.0,53.0,621.0,23.0,2.0,1.0,2.0,2.0,2.0,79.0,142.0,3.0,3.0,182.0,415.0,9.0,1.0,2.0,65.0,2.0,12.0,,10.0,2.0,2.0,37.0,31.0,11.0,4.0,3.0,8.0,83.0,3.0,42.0,2.0,38.0,6.0,19.0,1.0,3.0,103.0,3.0,197.0,79.0,14.0,14.0,11.0,9.0,2.0,4.0,24.0,328.0,422.0,7.0,6.0,16.0,3.0,110.0,,77.0,303.0,99.0,,96.0,5.0,,3.0,9.0,140.0,,17.0,3.0,5.0,,2.0,14.0,,5.0,,188.0,5.0,6.0,35.0,49.0,7.0,3.0,2.0,,20.0,,3.0,7.0,2.0,,14.0,2.0,4.0
2017-02-13,8.0,1.0,48.0,2.0,3.0,,4.0,3.0,10.0,,1.0,10.0,7.0,,25.0,,9.0,40.0,2.0,22.0,1058.0,7.0,127.0,7.0,4.0,6.0,55.0,3.0,,6.0,2.0,,32.0,8.0,3.0,2.0,2.0,4.0,145.0,41.0,342.0,,3.0,6.0,2.0,4.0,3.0,2.0,18.0,9.0,46.0,69.0,255.0,10.0,12.0,18.0,2.0,2.0,16.0,8.0,34.0,11.0,2.0,,91.0,3.0,283.0,65.0,,2.0,2.0,25.0,,2.0,7.0,7.0,3.0,38.0,2.0,5.0,200.0,14.0,,217.0,573.0,522.0,4.0,,6.0,4.0,23.0,353.0,2.0,2.0,9.0,,9.0,2.0,,32.0,,4.0,2.0,9.0,9.0,2.0,330.0,6.0,6.0,6.0,22.0,5.0,6.0,3.0,259.0,13.0,14.0,3.0,15.0,3.0,2.0,32.0,3.0,,5.0,7.0,6.0,11.0,2.0,4.0,33.0,16.0,17.0,,3.0,3.0,1.0,1.0,4.0,3.0,4.0,122.0,2.0,151.0,18.0,7.0,10.0,,2.0,87.0,3.0,380.0,22.0,6.0,,8.0,2.0,71.0,2.0,2.0,12.0,2.0,15.0,10.0,12.0,46.0,265.0,,3.0,11.0,32.0,6.0,10.0,2.0,406.0,,577.0,12.0,4.0,5.0,18.0,11.0,276.0,43.0,30.0,22.0,8.0,7.0,,2.0,16.0,6.0,124.0,356.0,7.0,222.0,3.0,43.0,7.0,7.0,7.0,,17.0,187.0,91.0,2.0,4.0,8.0,9.0,1.0,16.0,3.0,2.0,8.0,23.0,5.0,341.0,120.0,3.0,,13.0,3.0,136.0,63.0,41.0,55.0,2.0,58.0,655.0,25.0,1.0,1.0,2.0,2.0,2.0,81.0,155.0,1.0,3.0,191.0,438.0,8.0,2.0,3.0,75.0,2.0,14.0,1.0,10.0,2.0,2.0,35.0,33.0,12.0,5.0,3.0,8.0,94.0,3.0,46.0,2.0,38.0,7.0,21.0,1.0,4.0,103.0,4.0,217.0,87.0,16.0,14.0,14.0,9.0,2.0,3.0,26.0,342.0,451.0,8.0,6.0,17.0,3.0,128.0,,70.0,314.0,119.0,,113.0,5.0,,3.0,10.0,163.0,,14.0,4.0,4.0,,2.0,15.0,,6.0,,193.0,6.0,6.0,41.0,49.0,7.0,3.0,2.0,,19.0,,3.0,8.0,2.0,,16.0,2.0,4.0
2017-02-14,7.0,1.0,42.0,2.0,3.0,,3.0,3.0,10.0,,2.0,8.0,7.0,,25.0,,8.0,38.0,1.0,20.0,984.0,8.0,113.0,7.0,4.0,5.0,53.0,3.0,,5.0,2.0,,31.0,8.0,3.0,2.0,3.0,4.0,131.0,39.0,324.0,,3.0,5.0,2.0,3.0,3.0,2.0,17.0,9.0,43.0,59.0,224.0,10.0,12.0,18.0,2.0,2.0,16.0,7.0,32.0,11.0,2.0,,86.0,3.0,280.0,57.0,,2.0,2.0,21.0,,2.0,8.0,7.0,3.0,38.0,2.0,5.0,179.0,14.0,,212.0,502.0,485.0,4.0,,6.0,2.0,26.0,337.0,1.0,2.0,7.0,,8.0,2.0,,31.0,,4.0,2.0,9.0,9.0,2.0,303.0,6.0,5.0,6.0,21.0,5.0,5.0,3.0,236.0,13.0,13.0,3.0,15.0,3.0,2.0,30.0,2.0,,5.0,7.0,6.0,10.0,2.0,3.0,31.0,14.0,16.0,,3.0,3.0,1.0,1.0,4.0,3.0,4.0,115.0,2.0,137.0,17.0,7.0,9.0,,2.0,82.0,2.0,322.0,22.0,6.0,,8.0,2.0,66.0,1.0,2.0,11.0,2.0,16.0,10.0,11.0,44.0,242.0,,2.0,11.0,29.0,6.0,9.0,2.0,361.0,,535.0,12.0,3.0,4.0,18.0,9.0,267.0,43.0,29.0,20.0,9.0,5.0,,1.0,15.0,6.0,105.0,318.0,8.0,185.0,3.0,41.0,4.0,7.0,7.0,,15.0,182.0,79.0,2.0,4.0,8.0,8.0,1.0,14.0,3.0,2.0,8.0,25.0,4.0,317.0,111.0,3.0,,13.0,3.0,120.0,60.0,38.0,51.0,2.0,53.0,629.0,22.0,2.0,,2.0,2.0,2.0,72.0,139.0,3.0,3.0,174.0,380.0,9.0,2.0,3.0,65.0,3.0,13.0,,10.0,2.0,2.0,30.0,31.0,11.0,5.0,3.0,8.0,89.0,3.0,45.0,2.0,32.0,7.0,20.0,1.0,4.0,98.0,4.0,192.0,77.0,14.0,14.0,13.0,8.0,2.0,3.0,22.0,313.0,419.0,8.0,6.0,16.0,3.0,113.0,,65.0,299.0,101.0,,100.0,4.0,,3.0,10.0,146.0,,13.0,2.0,4.0,,4.0,14.0,,6.0,,177.0,6.0,6.0,35.0,44.0,7.0,3.0,1.0,,17.0,,3.0,8.0,2.0,,15.0,2.0,3.0
2017-02-15,6.0,1.0,45.0,2.0,3.0,,4.0,3.0,10.0,,1.0,7.0,7.0,,26.0,,9.0,36.0,2.0,21.0,1021.0,7.0,126.0,7.0,4.0,5.0,53.0,3.0,,6.0,2.0,,31.0,8.0,3.0,2.0,3.0,4.0,147.0,39.0,330.0,,3.0,4.0,2.0,3.0,2.0,2.0,16.0,9.0,47.0,69.0,251.0,10.0,12.0,19.0,2.0,2.0,16.0,7.0,34.0,10.0,2.0,,90.0,3.0,318.0,64.0,,2.0,2.0,21.0,,2.0,6.0,7.0,3.0,34.0,2.0,5.0,200.0,13.0,,218.0,560.0,503.0,4.0,,6.0,3.0,22.0,351.0,2.0,2.0,9.0,,10.0,2.0,,32.0,,4.0,2.0,9.0,9.0,2.0,302.0,6.0,5.0,6.0,20.0,5.0,6.0,3.0,247.0,13.0,13.0,3.0,15.0,3.0,2.0,30.0,3.0,,5.0,7.0,6.0,10.0,2.0,3.0,30.0,14.0,16.0,,3.0,3.0,1.0,1.0,6.0,3.0,3.0,120.0,2.0,151.0,18.0,6.0,9.0,,2.0,86.0,3.0,323.0,22.0,6.0,,8.0,2.0,69.0,1.0,2.0,12.0,2.0,15.0,10.0,11.0,46.0,253.0,,3.0,11.0,33.0,6.0,9.0,2.0,398.0,,570.0,12.0,4.0,4.0,17.0,9.0,273.0,43.0,30.0,21.0,9.0,7.0,,1.0,15.0,6.0,120.0,342.0,8.0,221.0,3.0,40.0,5.0,7.0,7.0,,16.0,186.0,87.0,2.0,4.0,9.0,8.0,1.0,14.0,5.0,2.0,8.0,23.0,4.0,326.0,118.0,4.0,,13.0,3.0,135.0,62.0,41.0,54.0,2.0,57.0,634.0,25.0,2.0,,2.0,2.0,2.0,77.0,149.0,1.0,3.0,184.0,437.0,9.0,2.0,3.0,72.0,3.0,14.0,,10.0,2.0,2.0,32.0,33.0,12.0,5.0,3.0,8.0,93.0,3.0,45.0,2.0,38.0,7.0,20.0,1.0,3.0,105.0,4.0,210.0,84.0,14.0,14.0,13.0,9.0,2.0,3.0,24.0,331.0,439.0,8.0,7.0,16.0,3.0,124.0,,66.0,302.0,117.0,,109.0,4.0,,3.0,10.0,160.0,,13.0,4.0,4.0,,3.0,15.0,,6.0,,189.0,6.0,6.0,39.0,45.0,7.0,3.0,1.0,,18.0,,3.0,8.0,2.0,,13.0,2.0,4.0
2017-02-16,7.0,,49.0,2.0,3.0,,4.0,3.0,10.0,1.0,2.0,10.0,7.0,,26.0,,10.0,40.0,2.0,27.0,1066.0,6.0,125.0,8.0,4.0,7.0,59.0,3.0,,4.0,2.0,,33.0,8.0,3.0,2.0,1.0,4.0,146.0,41.0,341.0,,3.0,3.0,2.0,4.0,2.0,2.0,18.0,10.0,47.0,68.0,254.0,12.0,12.0,18.0,2.0,2.0,16.0,8.0,30.0,12.0,2.0,,91.0,3.0,320.0,66.0,,2.0,2.0,25.0,,2.0,9.0,7.0,3.0,40.0,2.0,5.0,200.0,12.0,,220.0,611.0,511.0,4.0,,6.0,2.0,28.0,358.0,2.0,2.0,10.0,,9.0,2.0,,30.0,,4.0,2.0,10.0,9.0,2.0,316.0,6.0,6.0,10.0,22.0,5.0,6.0,4.0,266.0,13.0,12.0,3.0,16.0,3.0,2.0,32.0,3.0,,6.0,7.0,7.0,13.0,1.0,5.0,34.0,17.0,15.0,,4.0,3.0,1.0,1.0,4.0,2.0,4.0,124.0,2.0,152.0,18.0,8.0,10.0,,2.0,84.0,2.0,394.0,21.0,7.0,1.0,7.0,2.0,73.0,2.0,2.0,12.0,2.0,16.0,10.0,11.0,50.0,280.0,,3.0,11.0,33.0,6.0,10.0,2.0,410.0,1.0,594.0,12.0,3.0,5.0,19.0,11.0,277.0,43.0,31.0,22.0,8.0,7.0,1.0,2.0,17.0,7.0,121.0,367.0,7.0,220.0,3.0,44.0,7.0,8.0,9.0,,17.0,198.0,88.0,2.0,4.0,7.0,9.0,1.0,14.0,6.0,2.0,8.0,27.0,5.0,347.0,125.0,4.0,,13.0,3.0,135.0,65.0,40.0,53.0,2.0,58.0,699.0,26.0,2.0,1.0,2.0,2.0,2.0,85.0,155.0,3.0,3.0,197.0,445.0,8.0,2.0,3.0,74.0,3.0,14.0,,10.0,2.0,2.0,37.0,33.0,13.0,6.0,3.0,8.0,96.0,3.0,45.0,2.0,41.0,6.0,18.0,1.0,5.0,111.0,4.0,220.0,85.0,17.0,13.0,14.0,10.0,2.0,3.0,27.0,345.0,463.0,6.0,6.0,16.0,3.0,126.0,,70.0,317.0,121.0,,114.0,5.0,,3.0,10.0,156.0,1.0,17.0,3.0,4.0,,2.0,16.0,,6.0,,202.0,6.0,6.0,41.0,48.0,8.0,3.0,1.0,1.0,18.0,,3.0,8.0,2.0,,16.0,2.0,3.0
2017-02-17,4.0,,50.0,2.0,3.0,,4.0,3.0,10.0,,1.0,10.0,7.0,,25.0,,9.0,39.0,2.0,28.0,1075.0,4.0,126.0,8.0,4.0,8.0,60.0,3.0,,5.0,2.0,,33.0,9.0,5.0,2.0,3.0,4.0,146.0,42.0,345.0,,3.0,5.0,2.0,3.0,3.0,2.0,19.0,11.0,45.0,66.0,255.0,13.0,12.0,19.0,2.0,2.0,16.0,8.0,33.0,12.0,2.0,,92.0,3.0,322.0,67.0,,2.0,2.0,25.0,,2.0,9.0,7.0,4.0,40.0,3.0,5.0,200.0,15.0,,218.0,614.0,515.0,4.0,,5.0,2.0,24.0,363.0,2.0,2.0,10.0,,9.0,2.0,2.0,31.0,,4.0,2.0,9.0,9.0,2.0,321.0,6.0,6.0,9.0,22.0,5.0,6.0,4.0,268.0,14.0,11.0,3.0,17.0,3.0,2.0,33.0,4.0,,7.0,7.0,7.0,13.0,,6.0,37.0,17.0,14.0,,6.0,3.0,1.0,1.0,4.0,2.0,5.0,135.0,2.0,151.0,18.0,8.0,10.0,,2.0,90.0,3.0,398.0,24.0,7.0,1.0,7.0,3.0,72.0,2.0,2.0,12.0,2.0,17.0,11.0,12.0,50.0,272.0,,3.0,11.0,39.0,6.0,11.0,2.0,414.0,1.0,598.0,11.0,4.0,5.0,19.0,11.0,278.0,45.0,34.0,22.0,8.0,7.0,4.0,2.0,17.0,7.0,127.0,372.0,8.0,221.0,3.0,39.0,6.0,8.0,9.0,,16.0,196.0,90.0,2.0,4.0,7.0,9.0,1.0,14.0,3.0,2.0,8.0,24.0,5.0,357.0,127.0,4.0,,13.0,3.0,139.0,69.0,39.0,56.0,2.0,58.0,702.0,26.0,2.0,1.0,2.0,2.0,2.0,90.0,155.0,1.0,3.0,203.0,445.0,9.0,2.0,3.0,72.0,3.0,14.0,1.0,10.0,2.0,2.0,40.0,33.0,12.0,7.0,3.0,8.0,91.0,2.0,46.0,2.0,41.0,5.0,18.0,1.0,6.0,115.0,4.0,222.0,85.0,19.0,14.0,14.0,10.0,2.0,4.0,28.0,350.0,461.0,6.0,7.0,16.0,3.0,128.0,,71.0,322.0,119.0,,114.0,5.0,,3.0,12.0,162.0,1.0,17.0,3.0,5.0,,4.0,15.0,,7.0,,206.0,6.0,6.0,42.0,51.0,8.0,3.0,,1.0,19.0,,3.0,8.0,2.0,,16.0,2.0,4.0
2017-02-18,1.0,,33.0,2.0,2.0,,3.0,3.0,10.0,,1.0,6.0,4.0,,23.0,,6.0,34.0,2.0,31.0,726.0,3.0,98.0,5.0,3.0,4.0,49.0,2.0,,5.0,1.0,,17.0,6.0,5.0,2.0,2.0,2.0,111.0,32.0,241.0,,2.0,4.0,1.0,2.0,3.0,1.0,11.0,7.0,42.0,39.0,215.0,13.0,6.0,13.0,1.0,2.0,9.0,5.0,25.0,9.0,1.0,,64.0,2.0,246.0,49.0,,2.0,2.0,19.0,,1.0,6.0,4.0,1.0,21.0,2.0,5.0,151.0,11.0,,153.0,470.0,422.0,2.0,,4.0,2.0,15.0,228.0,1.0,1.0,8.0,,14.0,1.0,,21.0,,3.0,1.0,6.0,5.0,1.0,217.0,6.0,5.0,7.0,17.0,3.0,6.0,4.0,265.0,13.0,10.0,2.0,9.0,2.0,2.0,26.0,2.0,,6.0,4.0,5.0,8.0,,4.0,29.0,10.0,8.0,,4.0,1.0,3.0,1.0,10.0,1.0,3.0,130.0,1.0,118.0,16.0,6.0,7.0,,1.0,60.0,2.0,284.0,17.0,4.0,1.0,5.0,1.0,49.0,2.0,1.0,12.0,1.0,16.0,16.0,8.0,41.0,237.0,,2.0,9.0,39.0,5.0,6.0,1.0,361.0,1.0,465.0,9.0,4.0,3.0,9.0,8.0,152.0,45.0,36.0,14.0,5.0,4.0,3.0,1.0,13.0,5.0,90.0,380.0,5.0,169.0,2.0,31.0,5.0,5.0,6.0,,16.0,191.0,63.0,1.0,2.0,5.0,6.0,1.0,8.0,3.0,1.0,6.0,14.0,3.0,224.0,105.0,11.0,,11.0,2.0,94.0,69.0,27.0,46.0,2.0,45.0,523.0,18.0,2.0,,2.0,1.0,2.0,77.0,126.0,1.0,2.0,162.0,395.0,5.0,1.0,1.0,53.0,1.0,12.0,,7.0,2.0,2.0,35.0,30.0,12.0,3.0,3.0,7.0,59.0,2.0,28.0,1.0,38.0,3.0,16.0,1.0,5.0,125.0,3.0,169.0,56.0,13.0,11.0,8.0,9.0,2.0,3.0,19.0,288.0,355.0,4.0,5.0,10.0,3.0,79.0,,87.0,222.0,79.0,,81.0,3.0,,3.0,11.0,116.0,1.0,21.0,5.0,6.0,,3.0,11.0,,3.0,,187.0,3.0,6.0,24.0,48.0,6.0,8.0,,1.0,10.0,,2.0,6.0,2.0,,7.0,2.0,4.0
2017-02-19,1.0,,42.0,2.0,2.0,,4.0,3.0,10.0,1.0,1.0,6.0,5.0,,25.0,,9.0,37.0,1.0,28.0,861.0,3.0,113.0,6.0,3.0,7.0,51.0,2.0,,4.0,2.0,,26.0,8.0,5.0,2.0,3.0,3.0,119.0,39.0,276.0,,2.0,5.0,1.0,3.0,2.0,2.0,15.0,9.0,38.0,51.0,221.0,16.0,8.0,15.0,1.0,2.0,8.0,5.0,30.0,10.0,2.0,,68.0,2.0,292.0,54.0,,2.0,2.0,22.0,,2.0,7.0,5.0,1.0,27.0,2.0,4.0,179.0,10.0,,179.0,543.0,468.0,2.0,,5.0,2.0,25.0,254.0,2.0,2.0,8.0,,12.0,,,24.0,,4.0,1.0,7.0,4.0,1.0,273.0,5.0,6.0,5.0,22.0,3.0,5.0,4.0,267.0,13.0,9.0,2.0,13.0,3.0,2.0,22.0,3.0,,6.0,5.0,6.0,13.0,,4.0,30.0,11.0,12.0,,2.0,2.0,2.0,1.0,9.0,1.0,3.0,126.0,2.0,134.0,17.0,7.0,7.0,,1.0,75.0,2.0,341.0,20.0,5.0,1.0,5.0,2.0,63.0,2.0,3.0,13.0,1.0,15.0,14.0,11.0,41.0,249.0,,3.0,10.0,39.0,6.0,6.0,1.0,397.0,1.0,524.0,10.0,4.0,3.0,15.0,10.0,192.0,44.0,33.0,19.0,8.0,6.0,4.0,2.0,14.0,7.0,105.0,371.0,5.0,197.0,2.0,36.0,5.0,6.0,6.0,,15.0,193.0,75.0,2.0,3.0,7.0,6.0,1.0,10.0,2.0,2.0,8.0,23.0,4.0,277.0,113.0,8.0,,12.0,2.0,119.0,67.0,34.0,47.0,2.0,52.0,613.0,21.0,2.0,1.0,2.0,2.0,2.0,84.0,140.0,3.0,2.0,179.0,415.0,7.0,1.0,1.0,62.0,2.0,12.0,,9.0,2.0,2.0,38.0,32.0,11.0,6.0,3.0,7.0,79.0,2.0,31.0,2.0,39.0,4.0,16.0,1.0,4.0,113.0,4.0,191.0,71.0,14.0,14.0,8.0,10.0,2.0,3.0,20.0,313.0,399.0,5.0,7.0,12.0,2.0,105.0,,82.0,263.0,98.0,,94.0,5.0,,3.0,11.0,136.0,1.0,19.0,3.0,5.0,,3.0,13.0,,5.0,,197.0,3.0,6.0,31.0,50.0,7.0,7.0,,1.0,16.0,,2.0,5.0,2.0,,7.0,2.0,4.0
