FL_DATE,ABE,ABI,ABQ,ABR,ABY,ACK,ACT,ACV,ACY,ADK,ADQ,AEX,AGS,AKN,ALB,ALO,AMA,ANC,APN,ASE,ATL,ATW,AUS,AVL,AVP,AZO,BDL,BET,BFF,BFL,BGM,BGR,BHM,BIL,BIS,BJI,BLI,BMI,BNA,BOI,BOS,BPT,BQK,BQN,BRD,BRO,BRW,BTM,BTR,BTV,BUF,BUR,BWI,BZN,CAE,CAK,CDC,CDV,CHA,CHO,CHS,CID,CIU,CKB,CLE,CLL,CLT,CMH,CMI,CMX,COD,COS,COU,CPR,CRP,CRW,CSG,CVG,CWA,DAB,DAL,DAY,DBQ,DCA,DEN,DFW,DHN,DLG,DLH,DRO,DSM,DTW,DVL,EAU,ECP,EFD,EGE,EKO,ELM,ELP,ENV,ERI,ESC,EUG,EVV,EWN,EWR,EYW,FAI,FAR,FAT,FAY,FCA,FLG,FLL,FNT,FSD,FSM,FWA,GCC,GCK,GEG,GFK,GGG,GJT,GNV,GPT,GRB,GRI,GRK,GRR,GSO,GSP,GST,GTF,GTR,GUC,GUM,HDN,HIB,HLN,HNL,HOB,HOU,HPN,HRL,HSV,HYA,HYS,IAD,IAG,IAH,ICT,IDA,IFP,ILM,IMT,IND,INL,ISN,ISP,ITH,ITO,JAC,JAN,JAX,JFK,JLN,JMS,JNU,KOA,KTN,LAN,LAR,LAS,LAW,LAX,LBB,LBE,LCH,LEX,LFT,LGA,LGB,LIH,LIT,LNK,LRD,LSE,LWS,MAF,MBS,MCI,MCO,MDT,MDW,MEI,MEM,MFE,MFR,MGM,MHK,MHT,MIA,MKE,MKG,MLB,MLI,MLU,MMH,MOB,MOT,MQT,MRY,MSN,MSO,MSP,MSY,MTJ,MVY,MYR,OAJ,OAK,OGG,OKC,OMA,OME,ONT,ORD,ORF,ORH,OTH,OTZ,PAH,PBG,PBI,PDX,PGD,PHF,PHL,PHX,PIA,PIB,PIH,PIT,PLN,PNS,PPG,PSC,PSE,PSG,PSP,PVD,PWM,RAP,RDD,RDM,RDU,RHI,RIC,RKS,RNO,ROA,ROC,ROW,RST,RSW,SAF,SAN,SAT,SAV,SBA,SBN,SBP,SCC,SCE,SDF,SEA,SFO,SGF,SGU,SHV,SIT,SJC,SJT,SJU,SLC,SMF,SMX,SNA,SPI,SPN,SPS,SRQ,STL,STS,STT,STX,SUN,SUX,SWF,SYR,TKI,TLH,TOL,TPA,TRI,TTN,TUL,TUS,TVC,TWF,TXK,TYR,TYS,UST,VLD,VPS,WRG,WYS,XNA,YAK,YUM
2016-05-10,8.0,,58.0,2.0,3.0,1.0,4.0,4.0,11.0,,2.0,8.0,8.0,,30.0,,9.0,44.0,2.0,4.0,1117.0,9.0,129.0,9.0,6.0,4.0,61.0,3.0,,8.0,3.0,1.0,37.0,9.0,8.0,2.0,2.0,5.0,145.0,40.0,356.0,2.0,3.0,6.0,2.0,7.0,3.0,2.0,19.0,12.0,54.0,65.0,281.0,9.0,13.0,14.0,2.0,2.0,14.0,7.0,45.0,16.0,2.0,,99.0,4.0,318.0,68.0,,2.0,3.0,24.0,,6.0,9.0,8.0,4.0,51.0,2.0,6.0,200.0,19.0,,234.0,643.0,545.0,4.0,,8.0,9.0,24.0,379.0,1.0,2.0,12.0,,1.0,2.0,5.0,32.0,,2.0,2.0,11.0,9.0,2.0,324.0,5.0,6.0,12.0,23.0,5.0,6.0,5.0,217.0,12.0,13.0,3.0,13.0,3.0,,26.0,3.0,2.0,12.0,7.0,9.0,12.0,,4.0,29.0,20.0,24.0,,4.0,3.0,,1.0,1.0,3.0,5.0,124.0,2.0,154.0,20.0,9.0,12.0,,2.0,96.0,,401.0,19.0,7.0,,6.0,2.0,83.0,2.0,5.0,15.0,3.0,17.0,6.0,15.0,54.0,266.0,2.0,2.0,13.0,29.0,6.0,6.0,2.0,424.0,2.0,580.0,13.0,3.0,4.0,14.0,8.0,284.0,27.0,28.0,26.0,11.0,7.0,3.0,2.0,18.0,3.0,134.0,339.0,9.0,255.0,3.0,40.0,8.0,9.0,7.0,,23.0,193.0,94.0,2.0,5.0,11.0,10.0,,14.0,7.0,2.0,7.0,18.0,7.0,374.0,134.0,1.0,,19.0,4.0,139.0,59.0,45.0,50.0,2.0,59.0,734.0,32.0,2.0,,2.0,2.0,2.0,62.0,163.0,,3.0,212.0,446.0,10.0,2.0,3.0,73.0,3.0,16.0,,11.0,3.0,2.0,25.0,38.0,16.0,8.0,3.0,,107.0,3.0,46.0,2.0,37.0,7.0,21.0,1.0,4.0,67.0,3.0,219.0,92.0,18.0,17.0,15.0,10.0,3.0,2.0,30.0,361.0,497.0,8.0,6.0,17.0,3.0,122.0,3.0,68.0,299.0,121.0,2.0,125.0,5.0,,3.0,8.0,158.0,,12.0,3.0,2.0,,2.0,18.0,,7.0,,187.0,6.0,6.0,38.0,41.0,5.0,3.0,3.0,,18.0,1.0,3.0,12.0,2.0,,20.0,2.0,5.0
2016-05-11,8.0,,58.0,2.0,3.0,1.0,4.0,4.0,11.0,,2.0,8.0,8.0,,30.0,,9.0,44.0,2.0,4.0,1122.0,9.0,130.0,9.0,6.0,4.0,59.0,3.0,,8.0,3.0,1.0,37.0,9.0,6.0,2.0,3.0,5.0,146.0,40.0,357.0,2.0,3.0,5.0,2.0,7.0,2.0,2.0,21.0,12.0,54.0,66.0,282.0,8.0,13.0,14.0,2.0,2.0,14.0,7.0,45.0,16.0,2.0,,98.0,4.0,320.0,67.0,,2.0,3.0,23.0,,5.0,8.0,9.0,4.0,51.0,2.0,6.0,200.0,19.0,,234.0,640.0,545.0,4.0,,8.0,9.0,22.0,384.0,2.0,2.0,12.0,,1.0,2.0,5.0,32.0,,2.0,2.0,11.0,9.0,2.0,323.0,5.0,7.0,11.0,23.0,5.0,6.0,5.0,223.0,11.0,13.0,3.0,13.0,3.0,,26.0,3.0,2.0,11.0,7.0,9.0,12.0,,4.0,29.0,19.0,25.0,,4.0,3.0,,1.0,1.0,3.0,4.0,128.0,2.0,154.0,20.0,9.0,12.0,,2.0,96.0,1.0,403.0,20.0,7.0,,6.0,2.0,83.0,2.0,5.0,15.0,3.0,16.0,6.0,15.0,54.0,269.0,2.0,3.0,13.0,30.0,6.0,6.0,2.0,427.0,2.0,584.0,13.0,2.0,4.0,14.0,9.0,284.0,27.0,29.0,26.0,9.0,7.0,3.0,2.0,18.0,3.0,134.0,338.0,9.0,255.0,3.0,39.0,7.0,9.0,7.0,,23.0,198.0,96.0,2.0,5.0,10.0,10.0,,14.0,7.0,2.0,7.0,21.0,9.0,379.0,134.0,1.0,,20.0,4.0,138.0,59.0,45.0,51.0,2.0,58.0,732.0,32.0,2.0,,2.0,2.0,,62.0,164.0,,3.0,213.0,450.0,10.0,2.0,3.0,73.0,3.0,16.0,,11.0,3.0,2.0,25.0,37.0,16.0,7.0,3.0,,107.0,3.0,46.0,2.0,37.0,6.0,21.0,1.0,4.0,62.0,3.0,220.0,91.0,17.0,17.0,15.0,10.0,2.0,2.0,32.0,376.0,497.0,8.0,6.0,18.0,3.0,122.0,3.0,66.0,303.0,121.0,2.0,126.0,5.0,,3.0,8.0,158.0,,11.0,3.0,2.0,,2.0,18.0,,7.0,,188.0,6.0,6.0,38.0,42.0,5.0,3.0,3.0,,19.0,1.0,3.0,11.0,2.0,,20.0,2.0,5.0
2016-05-12,8.0,,59.0,2.0,3.0,3.0,4.0,4.0,11.0,1.0,2.0,8.0,8.0,,30.0,,9.0,48.0,2.0,4.0,1137.0,9.0,130.0,9.0,6.0,4.0,61.0,3.0,,8.0,3.0,1.0,38.0,9.0,7.0,2.0,3.0,5.0,146.0,40.0,368.0,2.0,3.0,6.0,2.0,7.0,2.0,2.0,21.0,12.0,54.0,66.0,283.0,9.0,13.0,15.0,2.0,2.0,14.0,7.0,45.0,16.0,2.0,,99.0,5.0,318.0,68.0,,2.0,3.0,24.0,,6.0,9.0,8.0,4.0,54.0,2.0,6.0,200.0,18.0,,234.0,647.0,550.0,4.0,,8.0,9.0,23.0,384.0,2.0,2.0,13.0,,1.0,2.0,5.0,32.0,,2.0,2.0,11.0,9.0,2.0,324.0,5.0,7.0,13.0,23.0,5.0,6.0,5.0,222.0,12.0,13.0,3.0,13.0,3.0,,26.0,3.0,2.0,12.0,7.0,9.0,12.0,,5.0,29.0,20.0,24.0,,4.0,3.0,,1.0,1.0,3.0,5.0,127.0,2.0,154.0,21.0,9.0,12.0,1.0,2.0,98.0,,409.0,20.0,7.0,,6.0,2.0,84.0,2.0,5.0,15.0,3.0,17.0,6.0,15.0,55.0,280.0,2.0,3.0,13.0,32.0,6.0,6.0,2.0,434.0,2.0,595.0,13.0,3.0,4.0,14.0,8.0,285.0,29.0,30.0,26.0,10.0,7.0,3.0,2.0,18.0,3.0,135.0,341.0,9.0,255.0,3.0,40.0,7.0,9.0,7.0,,23.0,201.0,95.0,2.0,5.0,10.0,10.0,,14.0,7.0,2.0,7.0,20.0,8.0,383.0,133.0,1.0,2.0,19.0,4.0,139.0,59.0,45.0,50.0,2.0,60.0,735.0,32.0,2.0,1.0,2.0,2.0,2.0,62.0,170.0,,3.0,219.0,450.0,10.0,2.0,3.0,73.0,3.0,17.0,,11.0,3.0,2.0,28.0,37.0,16.0,8.0,3.0,,110.0,3.0,46.0,2.0,38.0,7.0,21.0,1.0,4.0,67.0,3.0,224.0,92.0,17.0,17.0,15.0,10.0,2.0,2.0,31.0,382.0,510.0,9.0,6.0,17.0,3.0,123.0,3.0,70.0,306.0,122.0,2.0,126.0,5.0,,3.0,8.0,158.0,,13.0,3.0,2.0,,2.0,18.0,,7.0,,189.0,6.0,6.0,41.0,42.0,5.0,3.0,3.0,,20.0,1.0,3.0,12.0,2.0,,20.0,2.0,6.0
2016-05-13,8.0,,59.0,2.0,3.0,3.0,4.0,4.0,11.0,,2.0,8.0,8.0,,30.0,,9.0,49.0,2.0,4.0,1136.0,9.0,130.0,9.0,6.0,4.0,62.0,3.0,,8.0,3.0,1.0,38.0,9.0,6.0,2.0,3.0,5.0,146.0,40.0,369.0,2.0,3.0,5.0,2.0,7.0,3.0,2.0,21.0,12.0,55.0,66.0,283.0,8.0,14.0,15.0,2.0,2.0,14.0,7.0,47.0,15.0,2.0,,99.0,5.0,320.0,68.0,,2.0,3.0,24.0,,6.0,9.0,8.0,4.0,56.0,2.0,6.0,200.0,18.0,,234.0,652.0,552.0,4.0,,8.0,9.0,23.0,387.0,2.0,2.0,13.0,,1.0,2.0,5.0,33.0,,2.0,2.0,11.0,9.0,2.0,321.0,5.0,7.0,13.0,23.0,5.0,6.0,5.0,223.0,12.0,14.0,3.0,13.0,3.0,,26.0,3.0,2.0,12.0,7.0,9.0,12.0,,5.0,29.0,20.0,24.0,,4.0,3.0,,1.0,1.0,3.0,5.0,134.0,2.0,154.0,21.0,9.0,12.0,1.0,2.0,97.0,2.0,410.0,20.0,7.0,,6.0,2.0,84.0,2.0,5.0,15.0,3.0,18.0,6.0,15.0,54.0,277.0,2.0,3.0,13.0,34.0,6.0,6.0,2.0,436.0,2.0,594.0,13.0,3.0,4.0,14.0,9.0,284.0,29.0,36.0,26.0,10.0,7.0,3.0,2.0,18.0,3.0,133.0,343.0,9.0,255.0,3.0,40.0,7.0,9.0,7.0,,23.0,200.0,96.0,2.0,5.0,10.0,10.0,,14.0,7.0,2.0,7.0,21.0,9.0,383.0,132.0,1.0,2.0,18.0,4.0,139.0,61.0,45.0,51.0,2.0,60.0,734.0,32.0,2.0,1.0,2.0,2.0,,61.0,168.0,,3.0,219.0,455.0,10.0,2.0,3.0,73.0,3.0,17.0,1.0,11.0,2.0,2.0,28.0,37.0,16.0,8.0,3.0,,111.0,3.0,46.0,2.0,38.0,7.0,21.0,1.0,4.0,62.0,3.0,221.0,95.0,17.0,17.0,15.0,10.0,3.0,2.0,31.0,386.0,508.0,9.0,6.0,17.0,3.0,123.0,3.0,73.0,307.0,121.0,2.0,126.0,5.0,,3.0,8.0,158.0,,13.0,3.0,2.0,,2.0,18.0,,7.0,,188.0,6.0,6.0,41.0,42.0,5.0,3.0,3.0,,22.0,1.0,3.0,12.0,2.0,,20.0,2.0,6.0
2016-05-14,5.0,,42.0,2.0,2.0,2.0,3.0,4.0,11.0,,1.0,6.0,6.0,,22.0,,6.0,46.0,1.0,3.0,895.0,8.0,105.0,8.0,4.0,4.0,53.0,2.0,,6.0,2.0,2.0,24.0,6.0,3.0,2.0,3.0,3.0,113.0,32.0,273.0,2.0,2.0,6.0,1.0,4.0,3.0,1.0,14.0,9.0,45.0,45.0,223.0,6.0,7.0,8.0,1.0,2.0,7.0,6.0,42.0,10.0,1.0,,72.0,3.0,255.0,46.0,,2.0,3.0,20.0,,5.0,6.0,5.0,3.0,27.0,2.0,5.0,140.0,9.0,,166.0,514.0,442.0,3.0,,6.0,4.0,17.0,262.0,1.0,1.0,15.0,,1.0,1.0,4.0,20.0,,1.0,1.0,8.0,6.0,2.0,232.0,6.0,6.0,8.0,20.0,4.0,5.0,5.0,217.0,6.0,10.0,3.0,10.0,2.0,,21.0,1.0,1.0,9.0,5.0,7.0,8.0,,2.0,19.0,12.0,17.0,,3.0,2.0,,1.0,1.0,2.0,4.0,128.0,1.0,105.0,16.0,7.0,9.0,1.0,1.0,79.0,1.0,305.0,17.0,5.0,,5.0,2.0,58.0,1.0,4.0,12.0,2.0,16.0,6.0,11.0,42.0,249.0,2.0,1.0,12.0,35.0,6.0,4.0,1.0,372.0,2.0,489.0,10.0,2.0,2.0,10.0,5.0,173.0,27.0,35.0,18.0,8.0,6.0,2.0,2.0,10.0,3.0,96.0,347.0,6.0,200.0,2.0,29.0,4.0,8.0,5.0,,18.0,196.0,68.0,1.0,3.0,8.0,7.0,,8.0,5.0,1.0,6.0,15.0,7.0,257.0,105.0,1.0,2.0,21.0,3.0,102.0,68.0,30.0,37.0,2.0,45.0,579.0,27.0,2.0,,2.0,1.0,1.0,55.0,140.0,,3.0,182.0,390.0,6.0,1.0,2.0,56.0,2.0,17.0,,10.0,2.0,2.0,25.0,32.0,13.0,6.0,3.0,,82.0,2.0,32.0,1.0,28.0,5.0,17.0,2.0,3.0,67.0,3.0,182.0,69.0,22.0,15.0,10.0,12.0,3.0,2.0,23.0,330.0,402.0,8.0,5.0,12.0,3.0,80.0,3.0,82.0,241.0,89.0,2.0,92.0,4.0,,3.0,9.0,118.0,,18.0,5.0,2.0,,2.0,13.0,,5.0,,167.0,4.0,6.0,27.0,38.0,4.0,3.0,2.0,,14.0,1.0,2.0,10.0,2.0,,9.0,2.0,5.0
2016-05-15,7.0,,50.0,2.0,3.0,3.0,4.0,4.0,11.0,1.0,2.0,8.0,7.0,,29.0,,9.0,50.0,1.0,4.0,1084.0,9.0,122.0,7.0,5.0,7.0,54.0,2.0,,7.0,3.0,1.0,37.0,7.0,8.0,2.0,3.0,5.0,134.0,36.0,331.0,2.0,3.0,6.0,1.0,7.0,2.0,2.0,20.0,12.0,49.0,58.0,263.0,9.0,12.0,12.0,1.0,2.0,12.0,6.0,46.0,15.0,2.0,,92.0,4.0,296.0,58.0,,2.0,3.0,22.0,,5.0,9.0,8.0,4.0,44.0,1.0,6.0,172.0,18.0,,215.0,614.0,535.0,4.0,,7.0,7.0,24.0,373.0,1.0,2.0,13.0,,1.0,1.0,5.0,27.0,,2.0,1.0,11.0,8.0,2.0,295.0,5.0,7.0,14.0,24.0,4.0,6.0,5.0,220.0,12.0,9.0,3.0,12.0,3.0,,25.0,3.0,2.0,9.0,6.0,9.0,8.0,,3.0,29.0,17.0,21.0,,3.0,3.0,,1.0,1.0,2.0,5.0,128.0,2.0,137.0,19.0,7.0,10.0,1.0,1.0,96.0,,382.0,22.0,7.0,,6.0,1.0,77.0,1.0,5.0,14.0,3.0,16.0,7.0,14.0,50.0,278.0,2.0,2.0,13.0,33.0,7.0,2.0,1.0,426.0,2.0,579.0,11.0,3.0,4.0,14.0,9.0,236.0,29.0,31.0,22.0,10.0,5.0,3.0,2.0,13.0,3.0,124.0,338.0,9.0,240.0,2.0,39.0,6.0,9.0,7.0,,20.0,200.0,87.0,2.0,5.0,9.0,8.0,,12.0,7.0,2.0,7.0,20.0,8.0,358.0,130.0,1.0,2.0,21.0,4.0,125.0,60.0,43.0,46.0,2.0,55.0,702.0,34.0,2.0,1.0,2.0,2.0,1.0,60.0,163.0,,3.0,210.0,435.0,9.0,1.0,2.0,69.0,3.0,16.0,,11.0,2.0,2.0,28.0,33.0,15.0,8.0,3.0,,106.0,3.0,42.0,2.0,36.0,8.0,18.0,1.0,4.0,67.0,2.0,211.0,86.0,16.0,17.0,14.0,10.0,2.0,2.0,31.0,378.0,479.0,9.0,6.0,17.0,3.0,108.0,3.0,79.0,298.0,112.0,2.0,110.0,5.0,,3.0,8.0,145.0,,15.0,3.0,2.0,,2.0,17.0,,7.0,,182.0,4.0,6.0,33.0,41.0,5.0,3.0,3.0,,20.0,1.0,3.0,12.0,2.0,,14.0,2.0,6.0
2016-05-16,8.0,,59.0,2.0,3.0,3.0,4.0,4.0,11.0,,2.0,8.0,8.0,,30.0,,9.0,50.0,2.0,4.0,1136.0,9.0,131.0,9.0,6.0,5.0,62.0,3.0,,8.0,3.0,2.0,38.0,9.0,7.0,2.0,3.0,5.0,146.0,40.0,372.0,2.0,3.0,6.0,2.0,7.0,3.0,2.0,21.0,12.0,56.0,66.0,284.0,8.0,13.0,14.0,2.0,2.0,14.0,7.0,46.0,14.0,2.0,,99.0,5.0,320.0,67.0,,2.0,3.0,24.0,,6.0,9.0,8.0,4.0,55.0,2.0,6.0,200.0,18.0,,234.0,652.0,550.0,4.0,,8.0,9.0,23.0,385.0,2.0,2.0,13.0,,1.0,2.0,5.0,32.0,,2.0,2.0,11.0,9.0,2.0,324.0,5.0,7.0,13.0,23.0,5.0,6.0,5.0,224.0,12.0,14.0,3.0,13.0,3.0,,26.0,3.0,2.0,12.0,7.0,9.0,12.0,,5.0,28.0,18.0,25.0,,4.0,3.0,,1.0,1.0,3.0,5.0,127.0,2.0,154.0,21.0,9.0,12.0,1.0,2.0,99.0,2.0,409.0,20.0,7.0,,6.0,2.0,85.0,2.0,5.0,15.0,3.0,17.0,6.0,15.0,55.0,279.0,2.0,3.0,13.0,30.0,7.0,6.0,2.0,430.0,2.0,594.0,13.0,3.0,4.0,14.0,8.0,285.0,28.0,29.0,25.0,10.0,7.0,3.0,2.0,18.0,4.0,134.0,342.0,9.0,256.0,3.0,39.0,7.0,9.0,7.0,,23.0,198.0,95.0,2.0,5.0,9.0,10.0,,14.0,7.0,2.0,7.0,21.0,9.0,382.0,132.0,1.0,2.0,18.0,4.0,138.0,59.0,44.0,51.0,2.0,60.0,733.0,32.0,2.0,1.0,2.0,2.0,,62.0,167.0,,3.0,219.0,453.0,10.0,2.0,3.0,73.0,3.0,16.0,1.0,11.0,2.0,2.0,28.0,37.0,17.0,8.0,3.0,,110.0,3.0,46.0,2.0,38.0,6.0,21.0,1.0,4.0,62.0,3.0,223.0,95.0,17.0,17.0,15.0,10.0,3.0,2.0,31.0,386.0,508.0,9.0,6.0,17.0,3.0,124.0,3.0,72.0,306.0,122.0,2.0,126.0,5.0,,3.0,8.0,157.0,,13.0,3.0,2.0,,2.0,18.0,,7.0,,189.0,6.0,6.0,41.0,42.0,5.0,3.0,3.0,,21.0,1.0,3.0,12.0,2.0,,20.0,2.0,6.0
2016-05-17,8.0,,58.0,2.0,3.0,1.0,4.0,4.0,11.0,,2.0,8.0,8.0,,30.0,,9.0,47.0,2.0,4.0,1117.0,9.0,129.0,9.0,6.0,4.0,61.0,3.0,,8.0,3.0,1.0,37.0,9.0,8.0,2.0,2.0,5.0,145.0,40.0,360.0,2.0,3.0,6.0,2.0,7.0,3.0,2.0,19.0,12.0,55.0,65.0,282.0,9.0,13.0,14.0,2.0,2.0,14.0,7.0,45.0,16.0,2.0,,99.0,4.0,318.0,68.0,,2.0,3.0,24.0,,6.0,9.0,8.0,4.0,51.0,2.0,6.0,200.0,19.0,,234.0,648.0,545.0,4.0,,8.0,9.0,24.0,380.0,1.0,2.0,12.0,,1.0,2.0,5.0,32.0,,2.0,2.0,11.0,9.0,2.0,323.0,5.0,6.0,12.0,23.0,5.0,6.0,5.0,217.0,12.0,13.0,3.0,13.0,3.0,,26.0,3.0,2.0,12.0,7.0,9.0,12.0,,4.0,29.0,20.0,25.0,,4.0,3.0,,1.0,1.0,3.0,5.0,123.0,2.0,154.0,20.0,9.0,12.0,,2.0,97.0,,402.0,19.0,7.0,,6.0,2.0,82.0,2.0,5.0,15.0,3.0,17.0,6.0,15.0,54.0,267.0,2.0,2.0,13.0,29.0,7.0,6.0,2.0,425.0,2.0,580.0,13.0,3.0,4.0,14.0,8.0,284.0,28.0,28.0,26.0,11.0,7.0,3.0,2.0,18.0,3.0,134.0,340.0,9.0,255.0,3.0,40.0,8.0,9.0,7.0,,23.0,192.0,94.0,2.0,5.0,10.0,10.0,,14.0,7.0,2.0,7.0,18.0,8.0,376.0,134.0,1.0,,19.0,4.0,139.0,58.0,44.0,51.0,2.0,59.0,732.0,32.0,2.0,,2.0,2.0,2.0,62.0,166.0,,3.0,211.0,447.0,10.0,2.0,3.0,73.0,3.0,16.0,,11.0,3.0,2.0,25.0,37.0,16.0,8.0,3.0,,107.0,3.0,46.0,2.0,37.0,6.0,21.0,1.0,4.0,65.0,3.0,219.0,94.0,17.0,17.0,15.0,10.0,3.0,2.0,31.0,366.0,496.0,8.0,6.0,17.0,3.0,122.0,3.0,69.0,300.0,121.0,2.0,125.0,5.0,,3.0,7.0,157.0,,12.0,3.0,1.0,,2.0,18.0,,7.0,,186.0,6.0,6.0,39.0,41.0,5.0,3.0,3.0,,18.0,1.0,3.0,12.0,2.0,,20.0,2.0,5.0
2016-05-18,8.0,,58.0,2.0,3.0,1.0,4.0,4.0,11.0,,2.0,8.0,8.0,,30.0,,9.0,47.0,2.0,4.0,1122.0,9.0,129.0,9.0,6.0,4.0,59.0,3.0,,8.0,3.0,1.0,37.0,9.0,6.0,2.0,3.0,5.0,146.0,40.0,361.0,2.0,3.0,5.0,2.0,7.0,2.0,2.0,21.0,12.0,55.0,66.0,283.0,8.0,13.0,14.0,2.0,2.0,14.0,7.0,45.0,16.0,2.0,,98.0,4.0,320.0,67.0,,2.0,3.0,23.0,,5.0,9.0,9.0,4.0,52.0,2.0,6.0,200.0,19.0,,234.0,643.0,546.0,4.0,,8.0,9.0,23.0,383.0,2.0,2.0,12.0,,1.0,2.0,5.0,32.0,,2.0,2.0,11.0,9.0,2.0,323.0,5.0,7.0,11.0,23.0,5.0,6.0,5.0,223.0,11.0,13.0,3.0,13.0,3.0,,26.0,3.0,2.0,11.0,7.0,9.0,12.0,,4.0,29.0,19.0,25.0,,4.0,3.0,,1.0,1.0,3.0,4.0,126.0,2.0,154.0,20.0,9.0,12.0,,2.0,97.0,1.0,403.0,20.0,7.0,,6.0,2.0,80.0,2.0,5.0,15.0,3.0,16.0,6.0,15.0,54.0,269.0,2.0,3.0,13.0,30.0,7.0,6.0,2.0,426.0,2.0,584.0,13.0,2.0,4.0,14.0,9.0,284.0,28.0,29.0,26.0,9.0,7.0,3.0,2.0,18.0,3.0,133.0,339.0,9.0,255.0,3.0,39.0,7.0,9.0,7.0,,23.0,198.0,96.0,2.0,5.0,9.0,10.0,,14.0,7.0,2.0,7.0,21.0,9.0,379.0,133.0,1.0,,20.0,4.0,138.0,58.0,44.0,51.0,2.0,58.0,730.0,32.0,2.0,,2.0,2.0,,62.0,166.0,,3.0,213.0,450.0,10.0,2.0,3.0,73.0,3.0,16.0,,11.0,3.0,2.0,25.0,37.0,16.0,7.0,3.0,,107.0,3.0,46.0,2.0,37.0,6.0,21.0,1.0,4.0,61.0,3.0,220.0,94.0,17.0,17.0,15.0,10.0,2.0,2.0,32.0,381.0,497.0,9.0,6.0,18.0,3.0,122.0,3.0,67.0,303.0,121.0,2.0,126.0,5.0,,3.0,7.0,157.0,,11.0,3.0,,,2.0,18.0,,7.0,,187.0,6.0,6.0,39.0,42.0,5.0,3.0,3.0,,19.0,1.0,3.0,11.0,2.0,,20.0,2.0,5.0
2016-05-19,8.0,,59.0,2.0,3.0,3.0,4.0,4.0,11.0,1.0,2.0,8.0,8.0,,30.0,,9.0,50.0,2.0,4.0,1137.0,9.0,130.0,9.0,6.0,4.0,61.0,3.0,,8.0,3.0,1.0,38.0,9.0,7.0,2.0,3.0,5.0,146.0,40.0,370.0,2.0,3.0,6.0,2.0,7.0,2.0,2.0,21.0,12.0,55.0,66.0,284.0,9.0,13.0,15.0,2.0,2.0,14.0,7.0,45.0,16.0,2.0,,99.0,5.0,318.0,68.0,,2.0,3.0,24.0,,6.0,9.0,8.0,4.0,54.0,2.0,6.0,200.0,18.0,,233.0,651.0,551.0,4.0,,8.0,9.0,23.0,384.0,2.0,2.0,13.0,,1.0,2.0,5.0,32.0,,2.0,2.0,11.0,9.0,2.0,324.0,5.0,7.0,13.0,24.0,5.0,6.0,5.0,222.0,12.0,13.0,3.0,13.0,3.0,,26.0,3.0,2.0,12.0,7.0,9.0,12.0,,5.0,29.0,20.0,24.0,,4.0,3.0,,1.0,1.0,3.0,5.0,128.0,2.0,154.0,21.0,9.0,12.0,1.0,2.0,100.0,,410.0,20.0,7.0,,6.0,2.0,82.0,2.0,5.0,15.0,3.0,17.0,6.0,15.0,54.0,280.0,2.0,3.0,13.0,32.0,7.0,6.0,2.0,434.0,2.0,599.0,13.0,3.0,4.0,14.0,8.0,285.0,29.0,31.0,26.0,10.0,7.0,3.0,2.0,18.0,3.0,135.0,340.0,9.0,255.0,3.0,40.0,7.0,9.0,7.0,,23.0,200.0,95.0,2.0,5.0,9.0,10.0,,14.0,7.0,2.0,7.0,20.0,8.0,384.0,133.0,1.0,2.0,19.0,4.0,139.0,61.0,44.0,51.0,2.0,59.0,728.0,32.0,2.0,1.0,2.0,2.0,2.0,62.0,171.0,,3.0,218.0,452.0,10.0,2.0,3.0,73.0,3.0,17.0,,11.0,3.0,2.0,28.0,37.0,16.0,8.0,3.0,,111.0,3.0,46.0,2.0,38.0,7.0,21.0,1.0,4.0,65.0,3.0,224.0,94.0,17.0,17.0,15.0,10.0,2.0,2.0,31.0,384.0,509.0,9.0,6.0,17.0,3.0,123.0,3.0,71.0,306.0,122.0,2.0,126.0,5.0,,3.0,7.0,158.0,,13.0,3.0,,,2.0,18.0,,7.0,,189.0,6.0,6.0,41.0,41.0,5.0,3.0,3.0,,20.0,1.0,3.0,12.0,2.0,,20.0,2.0,6.0
